id;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;quality
76383ea1-1402-4af7-91fa-aebfe4d83319;7.8;0.042;11.0;117.0;0.996;3.23;0.37;5
3206e504-dfb7-4631-9875-09d2e723d070;5.4;0.06;23.0;126.0;0.9951;3.25;0.44;7
4d2ad19e-157c-4d0d-8d65-05141f8c1b26;16.75;0.05;43.0;163.0;0.9999;3.15;0.54;5
4f12dccf-39ac-4212-98df-edba20bd930d;1.3;0.047;33.0;106.0;0.993;3.22;0.55;6
2468e1b9-7dfa-4c5c-9d0a-290f760fbbae;10.1;0.053;29.0;146.0;0.9982;3.4;0.46;6
c89db59c-9ea3-47e9-bc49-b28f7d5800be;3.8;0.044;30.0;114.0;0.992;3.11;0.4;6
ef456e88-27c0-4626-950b-b80bce15d598;10.9;0.041;37.0;146.0;0.9963;3.24;0.47;5
88f92f6d-3702-4d8d-bcf3-bb589e488a69;6.6;0.04;38.0;141.0;0.995;3.22;0.47;5
49910125-3019-4fa5-b5c8-e9c900d0e594;9.8;0.041;29.0;109.0;0.9956;3.29;0.47;6
b2c780fc-e1be-4d7c-82f3-71997efc4e6a;11.7;0.051;24.0;94.0;0.997;3.19;0.44;7
359de4d1-2053-4b47-83df-04a6c2d9959c;1.2;0.217;14.0;74.0;0.9936;3.08;0.53;5
89dbe831-ea97-4332-a40e-27950d242b39;1.4;0.056;13.0;137.0;0.9935;3.11;0.42;5
6263a4bb-6701-4570-a1ad-c9f469f9bf9c;9.6;0.052;24.0;90.0;0.9963;3.35;0.49;6
795055b1-1811-4554-bf8f-b11570f3cdb7;12.2;0.048;36.0;125.0;0.9967;2.92;0.54;6
4f8fcec8-4b84-448a-905d-6fe56f4f2fda;2.6;0.044;29.0;110.0;0.9912;3.31;0.51;6
055540c4-ff60-4444-9ed9-917088b67d08;10.7;0.037;34.0;145.0;0.9981;3.09;0.32;5
cf66e551-7244-43f9-a499-81e6a855bc0b;4.9;0.058;31.0;153.0;0.9966;3.27;0.51;6
e448bd66-66c2-4646-a3db-0040e1e3b25c;12.2;0.048;36.0;125.0;0.9967;2.92;0.54;6
8b0e2400-ed3e-458e-989c-b723a6ff2226;9.6;0.052;24.0;90.0;0.9963;3.35;0.49;6
60d8839a-fd6e-4272-886d-0f7fd69ed652;1.4;0.056;13.0;137.0;0.9935;3.11;0.42;5
39b67b8f-54fb-4c8e-b91f-847b28eae0a1;1.1;0.037;20.0;71.0;0.9902;3.1;0.38;6
b39b441d-0d0a-4331-879a-c391e1570e7e;1.0;0.036;26.0;101.0;0.99;3.09;0.37;6
d964b106-6bff-4f02-a4d4-601338cd7ae2;8.2;0.051;53.0;187.0;0.996;3.16;0.52;5
dbf513e8-82a2-46e7-8d9c-7409a3cb954c;11.3;0.049;77.0;231.0;0.9966;3.24;0.52;6
c1eb435f-fa86-4c36-9043-b16d94eea7fd;7.3;0.069;31.0;157.0;0.9962;3.25;0.53;5
47758ade-74b9-41f7-8cc9-c6ea35add023;2.3;0.051;23.0;147.0;0.994;3.23;0.67;6
3a71ada3-912a-4756-b6cd-0a10183fa0c4;8.2;0.051;53.0;187.0;0.996;3.16;0.52;5
cb0a37a5-c1e6-4745-a551-025938c94c42;2.1;0.058;14.0;167.0;0.994;3.21;0.55;5
85a088db-1e6f-4a79-aadf-bb9e94570023;2.0;0.059;19.0;175.0;0.9944;3.22;0.56;5
a8d4fa43-073c-4876-9df3-81ade99c721c;10.0;0.056;35.0;178.0;0.9974;3.26;0.6;5
57923cb1-ad04-4a14-8986-7155bc9bf39e;15.75;0.035;16.0;132.0;0.996;3.0;0.37;6
835d55cc-6927-462b-8466-14ed0eefdbc1;3.9;0.045;36.0;138.0;0.9922;3.15;0.64;7
11baa6de-6e88-413b-a443-e0e26569a6cc;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;5
00dc1e53-93da-4057-adcd-88a45ac65334;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;6
14cdbf03-a0fa-4dc2-8fb2-edf5358a4c2e;1.6;0.058;53.0;150.0;0.9936;3.18;0.5;7
99f51a7a-6392-46e7-8680-991e939d812a;1.4;0.056;35.0;136.0;0.9938;3.63;0.78;6
df66bfbf-41c4-410b-90a7-92df287c64fa;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;6
81fa8e04-85c4-4cb0-a387-625c0241f4a1;1.4;0.047;23.0;107.0;0.9939;3.52;0.65;6
7d2800e2-505a-4e52-8ed4-cf49f65bebc7;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;5
7fc9d92d-c42a-4b72-a9ac-ae23aaa23cd9;13.8;0.041;32.0;161.0;0.9981;3.13;0.4;6
fa48ca9b-343f-49da-af25-64fc8fc804b8;1.3;0.051;16.0;96.0;0.9941;3.32;0.62;5
ad30defe-d75f-464c-995a-46c610f36a2d;3.8;0.051;18.0;129.0;0.9928;3.21;0.38;6
85a99be0-f9f1-439a-89ae-b24b08f9258f;6.9;0.041;29.0;163.0;0.9952;3.44;0.6;6
48a6de05-fcba-4c23-a9b2-56a56b5791d3;2.2;0.027;36.0;134.0;0.9898;3.28;0.36;7
23b5dfd6-c123-4e4c-8d15-48d637c1bfc7;1.6;0.045;40.0;120.0;0.9914;2.98;0.44;6
20701028-0693-43a1-adb5-2aafd1a657a3;13.8;0.041;32.0;161.0;0.9981;3.13;0.4;6
89a37404-59eb-4d97-bc37-3544c5169ee4;10.8;0.051;25.0;157.0;0.9957;3.06;0.47;7
eb05eacb-4906-4714-b01e-db9207a69cad;12.8;0.056;44.0;169.0;0.998;3.42;0.42;6
62efdcbd-efe2-4d2e-aeef-a3dac5677a2e;10.8;0.051;25.0;157.0;0.9957;3.06;0.47;7
9631b77a-347d-4c9e-ad18-71a89a10a7e8;15.3;0.067;32.0;166.0;0.9986;3.03;0.44;4
b3cbb646-3987-4fa0-babf-1fcb6fcba07f;12.1;0.046;60.0;177.0;0.9983;3.08;0.46;5
de14878d-3f4a-40b7-9585-22ea25133349;12.0;0.046;64.0;179.0;0.9982;3.07;0.46;5
465e4197-f243-4fc1-b171-9639ee93b510;11.6;0.042;45.0;124.0;0.997;2.92;0.59;7
81db58e4-feaa-4dc0-9120-e31804e71ea0;9.2;0.034;42.0;150.0;0.9947;3.21;0.36;6
69706c27-23ef-46bd-be8e-e09e23ddff74;11.6;0.042;45.0;124.0;0.997;2.92;0.59;7
c2327e3a-efa1-4cf9-9a46-8ee112db4d01;9.2;0.034;42.0;150.0;0.9947;3.21;0.36;6
85e6fd30-97e5-44e6-b631-cab1f1aaa164;2.8;0.054;16.0;89.0;0.99416;2.96;0.45;6
904111e3-883f-406d-8c68-be2e120fecd3;1.6;0.049;10.0;164.0;0.99516;3.35;0.51;5
59286830-376b-499e-9ba2-7f275a4ab69a;6.1;0.067;20.0;90.0;0.99496;3.17;0.79;5
5bb3b406-77b5-4831-ae8f-40570a818247;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;6
78318f3d-95ae-4853-bcdf-895001979fe4;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;5
6ce48e01-ac30-44c6-b34b-9db6dec7d6b3;14.9;0.06;37.0;162.0;0.9983;3.13;0.45;4
2b4cebae-10f1-42d0-b52e-c5c029cf496f;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;6
ab1d89a4-8122-4c0e-99a8-a9744a53437e;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;6
f7f19e06-0f31-4619-941b-a1ced396b281;8.2;0.042;41.0;180.0;0.99644;3.16;0.49;5
74a501d3-b343-4a07-a15b-b752110891d5;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;5
71d90908-bb3a-49e0-afdc-f373d5312fcf;10.6;0.094;49.0;169.0;0.99699;3.05;0.54;5
43a74fb1-7680-44e6-9ac8-f74f9e00eecf;11.2;0.047;52.0;171.0;0.99758;3.54;0.74;5
08754e49-5aa5-4c73-854b-72edf1e70f51;11.6;0.043;35.0;228.0;0.9977;3.13;0.51;5
18f189eb-93b3-4794-a31d-f609c20e67bb;7.1;0.031;28.0;141.0;0.99397;3.16;0.38;7
30bb7a8a-f671-4625-966b-84b02b24d2e5;14.9;0.06;37.0;162.0;0.9983;3.13;0.45;4
a8c40709-78ce-40f5-abd0-e5c0412a420f;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;6
ee44ac10-90fd-4d74-b87a-d8ab1d506c40;1.7;0.047;16.0;100.0;0.99243;3.28;0.45;6
b0fe4774-3d08-4e27-b1b5-09fabc69186e;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;5
263d493d-62b3-4526-8b45-90134acf0590;17.3;0.06;46.0;235.0;1.00182;3.08;0.61;6
f7f8d29a-b642-4b91-b523-e6122881ed2a;1.4;0.042;34.0;101.0;0.99384;3.54;0.6;7
e69af0af-d611-4fbb-9080-16ed6dc63d45;7.7;0.046;51.0;174.0;0.99582;3.16;0.52;5
5f3c697a-9fa9-46d8-9226-e156becb7d74;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;5
7b37419c-5cb3-4a19-8464-50da5ed44559;3.4;0.049;47.0;172.0;0.9924;3.14;0.43;6
ec5f38ae-d815-4232-9126-e60ff8c1ce40;1.6;0.046;35.0;133.0;0.99466;3.38;0.46;6
1b433044-6d60-4522-8b44-07e937c4735a;1.4;0.039;24.0;128.0;0.99212;2.97;0.68;5
38d6e966-fe48-40f9-b7c6-e929158c558b;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;6
374634f8-66d5-441f-9821-c0d4bc3e8414;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;5
61e756a7-9c96-4576-b4de-0d4e473a5ad1;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;6
21ce2f0f-96de-4ecc-9940-d879582c1087;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;5
fdf44a1e-aaa7-4f96-8e55-00c8e9473500;4.1;0.061;20.0;134.0;0.99475;3.18;0.45;6
e8a78ffc-87a8-443f-bb9a-2a013c76f6a9;2.8;0.032;11.0;61.0;0.99189;3.06;0.44;6
528fcfd3-8111-4e9f-8832-1d2f996fe5c8;15.7;0.056;49.0;159.0;0.99827;3.11;0.48;5
a3cded15-c706-47fb-971b-720c2c914ad2;10.9;0.045;53.0;154.0;0.99752;3.52;0.77;6
364b0297-0e67-40b3-9079-0f09bf5f3c4b;15.7;0.056;49.0;159.0;0.99827;3.11;0.48;5
1971ef0c-dd8c-445e-927a-d2aa21f306ab;6.5;0.027;20.0;167.0;0.99479;3.08;0.43;5
a24d7a2f-7d0d-475a-8932-a2c1986fb230;10.9;0.045;53.0;154.0;0.99752;3.52;0.77;6
57f6db72-ef64-4c28-9754-0d17ec014fb6;5.9;0.034;35.0;152.0;0.99642;3.47;0.4;6
5b7b4cb8-9962-486b-9e48-17422ed9d578;17.3;0.055;47.0;169.0;1.00047;3.07;0.67;6
9bc2ac5b-f054-411c-a563-bb8a879a2e10;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;7
036a2ac2-4108-48b5-b3a7-d82904bdaa48;13.5;0.06;50.0;156.0;0.99784;3.39;0.46;6
ad41f9f0-747a-437f-9b05-3fa01d873d0f;8.5;0.035;28.0;108.0;0.99486;3.4;0.42;6
989e0e65-3d18-4609-8b7c-8e1117b194e3;6.2;0.053;10.0;94.0;0.99537;3.35;0.47;5
a36187a4-907a-42d4-b382-c0b53eed4b3b;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;7
a0970702-33a2-4280-b4d3-dd1056a89ab4;14.95;0.067;47.0;178.0;0.99838;3.04;0.49;4
198147f3-79b7-45f2-aa0d-9947efbd8f5e;7.7;0.043;57.0;200.0;0.99566;3.17;0.44;6
d55cd8fa-704c-487d-878a-54d28b4b8d03;1.3;0.033;25.0;91.0;0.99268;3.53;0.39;6
a168d22e-9cb9-49ac-8ccb-95958ac6afe3;7.7;0.043;57.0;200.0;0.99566;3.17;0.44;6
86caa7c9-a15c-4a9c-947d-f484d436ca7b;1.3;0.148;45.0;149.0;0.99468;3.08;0.56;5
6cd88c19-f0bd-413e-9068-d5aaf1736f3b;1.3;0.047;20.0;77.0;0.9933;3.61;0.54;6
31bfb1b8-af78-431e-b0f2-a559d68fb605;1.3;0.046;18.0;66.0;0.99307;3.61;0.55;6
9c5e72cc-2296-4733-aaf5-227233186013;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;5
c77d6bb4-d2f2-4911-a595-b301c5074f10;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;5
fc72ffa1-9186-4425-a09d-42cd8e24e783;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;5
68806f3f-7d30-4477-8ec7-b2bb58eb5af0;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;5
c41b6e11-009e-40d8-8dfd-e80710519b86;4.9;0.158;47.0;144.0;0.99471;3.17;0.49;5
890e986d-90ed-4335-9644-ecf4551e523a;5.0;0.157;49.0;145.0;0.99471;3.17;0.49;5
266471d5-3193-4335-9e4b-2002b2f00a82;15.6;0.049;67.0;210.0;0.99907;3.06;0.68;5
32e81bd2-1a22-4d65-942b-5a8c3726bd93;6.5;0.037;26.0;97.0;0.99148;3.16;0.58;7
2bb517fc-a9fd-45ca-b8d8-42b7bcd207c0;1.4;0.047;21.0;106.0;0.99383;3.52;0.64;7
7c912df9-b2ee-465a-9da0-e6dcbb6536d0;2.7;0.047;38.0;150.0;0.99365;3.1;0.56;6
218a133f-9872-4476-907b-e9bd0b53217c;1.2;0.054;39.0;208.0;0.99272;3.18;0.46;6
6590f987-69cf-4e15-89d5-0ae9818bd471;6.5;0.037;26.0;97.0;0.99148;3.16;0.58;7
a2fd9bad-13ca-436f-bf28-bfe0c38205c6;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;7
c914e84d-1cbc-4824-8eed-6a4f54b8904f;6.9;0.041;62.0;150.0;0.99508;3.23;0.37;6
215fbd1c-55e9-4d87-8b60-862dbcfd7578;7.2;0.04;47.0;168.0;0.9946;3.29;0.57;7
f5fe3939-956f-47b0-aaad-4908e1a76074;10.6;0.042;66.0;202.0;0.99674;3.24;0.53;6
c1e80609-7ad4-4ba3-b549-d43aea6c7596;3.5;0.027;23.0;109.0;0.99018;3.34;0.54;8
18a0ccd5-43d1-4f66-8163-8d21489db119;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;7
ab48e61d-3cb0-499d-a8fe-43b036c9a178;2.3;0.043;28.0;125.0;0.99084;3.34;0.44;7
ba25e6d4-1fa6-4612-bb94-d7b69eaed709;12.05;0.058;25.0;125.0;0.99856;3.45;0.45;5
cf4745ac-95da-4f58-aba4-6003653cafb2;7.0;0.055;50.0;194.0;0.99591;3.21;0.43;5
0ab301e6-3f95-4846-932a-b85bdbd38035;11.8;0.051;26.0;126.0;0.9975;3.23;0.48;5
0eca7c0d-af91-4de9-acd5-f9916d49e463;1.4;0.06;15.0;168.0;0.9944;3.06;0.4;6
55251316-4518-4585-b80b-9c3c70c82c7a;5.0;0.04;40.0;143.0;0.99173;3.33;0.42;7
e87fec32-c567-44c6-8a85-7148143e16bf;2.2;0.049;18.0;134.0;0.99378;3.21;0.68;5
2a5a0b26-f2a7-404d-88c9-82e55baad692;14.6;0.053;34.0;159.0;0.99805;2.93;0.44;5
ebe09e9b-cbaf-41a8-a367-7e49b40cc1d8;1.6;0.045;36.0;139.0;0.99534;3.11;0.49;5
090c3d5b-dc4b-4d35-ae88-3fcacacac82f;1.3;0.035;11.0;126.0;0.99232;3.14;0.5;6
30528a0d-e4b7-4ccc-b3c5-8cb15e18e710;14.6;0.053;34.0;159.0;0.99805;2.93;0.44;5
e06b7e4a-f561-4952-baaf-ecd8954fc368;2.8;0.036;44.0;132.0;0.99078;3.34;0.41;7
7ef84d0e-7ca3-4a4a-861c-791c3e52065c;1.6;0.045;36.0;139.0;0.99534;3.11;0.49;5
0f7677ef-b6eb-4705-975b-3ceedee6ae2c;3.3;0.029;15.0;80.0;0.99061;3.33;0.63;7
79e7cb2b-06b1-4cf7-aef3-7978493e31d1;6.3;0.032;42.0;127.0;0.99182;3.31;0.38;6
d2b57c98-d006-4bc6-a195-b5b78f4923cb;8.1;0.061;49.0;144.0;0.9966;3.4;0.58;6
91ef7706-42b7-4aff-81ef-288b4a1fc2f8;1.6;0.038;34.0;116.0;0.9912;3.25;0.39;7
5cfc1678-126f-492b-8f74-b409f73eff32;10.6;0.045;51.0;153.0;0.99779;3.16;0.44;5
9b964011-74da-42ea-867d-9148f4d06bf0;11.8;0.046;58.0;164.0;0.99814;3.17;0.46;4
7d45c0fb-4416-46a3-9a11-53a866765699;1.7;0.035;39.0;84.0;0.99096;3.59;0.48;7
3b2c8a62-d10e-4c42-8642-8387562f8990;8.1;0.037;42.0;130.0;0.99379;3.1;0.67;6
5ada133a-7ab6-4779-98cf-f4ddb2f0b1c4;1.4;0.053;11.0;178.0;0.99426;3.79;0.55;5
082aa8be-6037-4d3a-9eb7-be4663d6233a;1.3;0.036;23.0;121.0;0.99228;3.24;0.61;6
9857b258-c858-48e3-9920-5f0eb51ddf2a;1.8;0.041;42.0;148.0;0.99335;3.35;0.66;6
8fb8471e-c47a-4967-ab55-ada96d690a8a;7.2;0.045;54.0;190.0;0.99595;3.22;0.48;5
8e21b36b-79af-4bb5-b50c-79f9dd6d6f36;1.1;0.049;7.0;119.0;0.99297;3.13;0.36;6
6315d5fd-fa63-418f-ae9e-5336df193e7c;11.95;0.038;22.0;111.0;0.99687;3.11;0.29;5
b9eb5a03-a51b-45c4-a462-86852ffe7043;1.1;0.049;7.0;119.0;0.99297;3.13;0.36;6
38e5f766-f180-4fbf-865d-8c7408deed86;11.95;0.038;22.0;111.0;0.99687;3.11;0.29;5
572f3fb9-db7a-4e02-8944-e21f674f50cb;2.2;0.054;29.0;175.0;0.99445;3.19;0.53;5
84ac2f10-9b1c-455c-a122-9d1b6f11505d;12.7;0.05;25.0;209.0;0.9986;3.25;0.59;6
6d9632bd-ecf3-405e-a8a5-218ee4388a69;1.4;0.032;31.0;161.0;0.99154;2.95;0.42;5
7e528105-705f-4662-971e-e1ea1af6bc98;10.6;0.049;38.0;209.0;0.9981;3.47;0.59;6
9636595b-227c-4798-b34d-3485e09b9bf7;1.9;0.024;64.0;106.0;0.98993;3.45;0.6;8
f91f4688-3893-435e-be42-07be9ef90f91;17.8;0.058;128.0;212.0;1.00241;3.44;0.43;5
bd692908-2003-4e6a-b12c-a798bb9ba4a0;10.2;0.048;50.0;118.0;0.99716;3.18;0.51;5
b4d8a209-7581-4043-a13a-775bafeb06a8;4.8;0.041;110.0;198.0;0.99437;3.29;0.67;5
f7d2937a-fc41-4071-9bda-745f50643ed1;9.8;0.067;61.0;180.0;0.9972;3.15;0.57;4
952fd8d6-1f54-422e-94c4-c24cc9c9002d;8.4;0.051;40.0;167.0;0.99756;3.48;0.62;5
1ebac4b1-cf91-4845-a3ee-7acf88a5a83d;7.2;0.041;21.0;90.0;0.99509;3.22;0.55;6
2c4d9a8f-73e9-45f5-9226-8c815d10c871;4.8;0.06;27.0;156.0;0.99572;3.49;0.59;6
b567bce0-243f-47df-b5a8-6625402ab2fc;8.4;0.051;40.0;167.0;0.99756;3.48;0.62;5
f0565aad-105e-457e-b172-069250224c8b;4.5;0.034;27.0;95.0;0.99175;3.21;0.59;8
c64b15ed-2699-4919-9ede-578a6c85c1de;1.4;0.032;39.0;149.0;0.99254;3.4;0.52;5
6a7083cf-e971-452c-bedc-b5f84b5a853f;7.2;0.041;21.0;90.0;0.99509;3.22;0.55;6
ddce9458-a1cb-4bf1-ae80-06c0c991630c;11.0;0.043;41.0;211.0;0.99676;3.11;0.49;6
e5347b83-6f5f-43c1-9a25-6113ea68ab3b;11.1;0.039;58.0;179.0;0.9979;3.08;0.44;4
a1840352-967c-49f1-8ffd-fc7302a57293;2.6;0.031;24.0;98.0;0.99194;3.0;0.54;6
84218843-025c-4eac-8f7a-a1f979cd9a7b;2.0;0.029;14.0;141.0;0.99077;2.95;0.77;6
2124c1b0-6b28-44d0-b670-f039a895d65f;10.1;0.168;19.0;184.0;0.99782;3.06;0.62;5
fd431784-3060-4965-9e8d-fb16a16c83db;13.3;0.048;46.0;212.0;0.99942;3.47;0.59;5
aedc2b4e-5732-41c5-8210-9ba7e5d81721;11.4;0.04;53.0;202.0;0.99708;3.11;0.57;6
cb95101b-a8c3-4ab7-a940-61cc10cc4c46;1.3;0.06;36.0;126.0;0.99353;3.13;0.46;6
fa65c0bd-0c92-4968-8fcd-fcbad6822d5d;1.4;0.044;46.0;89.0;0.99256;3.39;0.48;7
e412ac01-90ad-4aa1-a96b-5481b7efdf08;1.4;0.046;26.0;66.0;0.99199;3.43;0.48;6
ae7e56a0-4909-40ee-b8f3-e23f736f0e06;7.0;0.024;14.0;130.0;0.9918;3.25;0.45;7
bfa769ef-d0e2-444b-80bf-5f053c4280b1;2.0;0.051;29.0;130.0;0.99354;3.3;0.5;6
4fba74aa-983b-41be-8582-938b08a34255;1.2;0.028;20.0;93.0;0.99244;3.2;0.37;5
77c13b57-e1dc-4ca5-b7c0-72ea5a7b72c0;12.9;0.04;60.0;221.0;0.99831;3.05;0.66;5
19af3f7c-692c-40ea-b461-f4fca327ab0c;5.0;0.157;17.0;129.0;0.99396;3.03;0.36;5
c346b8a0-b322-43d8-9e99-6a9f2d430eab;10.1;0.05;30.0;121.0;0.99724;3.17;0.49;6
167042d4-d67f-4955-905e-bce6a8601c9e;3.75;0.05;14.0;102.0;0.99524;3.28;0.58;5
e3705cb1-f547-47b2-883c-c27812f5ff0b;1.7;0.035;39.0;144.0;0.9927;3.49;0.5;6
ca145eeb-dab0-4336-9a2a-807b39c09b7b;12.6;0.053;44.0;182.0;0.99802;3.42;0.42;5
1d69ecfd-bc87-4bbf-baf7-df26c28fcca6;1.3;0.06;42.5;204.0;0.99512;3.59;0.51;5
40e1bca3-8fd2-40b6-b17b-288b6c387005;1.6;0.092;24.0;138.0;0.99438;3.19;0.44;5
1d6f1745-862b-4506-91ca-a433b0915fdd;7.6;0.05;40.0;227.0;0.99679;3.12;0.52;5
660e4ad0-f415-425f-b351-436ed1da71f3;8.1;0.05;40.0;188.0;0.99652;3.15;0.49;6
965de4f9-30e6-41da-97fb-34cff5ba6def;14.9;0.037;70.0;169.0;0.99698;3.25;0.37;6
11f30a1e-b64a-4de4-aceb-ded21da87f5a;6.0;0.03;29.0;144.0;0.99474;3.68;0.46;6
01d5c8b5-211a-42bf-bd65-df1860fce0ec;6.0;0.039;25.0;107.0;0.99511;3.59;0.49;7
9f92f563-1c4e-42f8-abd1-f8bf3e553bb5;7.2;0.099;47.0;202.0;0.99582;3.21;0.43;5
ebb0741c-919b-4748-b5fc-e64c910c31ab;3.0;0.036;5.0;85.0;0.99125;3.28;0.4;4
fc567018-f035-4eaf-8d19-b3ec514b46fc;1.2;0.034;5.0;57.0;0.99256;3.05;0.54;3
33213f02-f442-46df-9474-8b2917899e7a;2.0;0.039;43.0;188.0;0.9911;3.3;0.41;6
aacd35d0-e16b-4d04-aa78-0c912371baf5;4.9;0.036;41.0;150.0;0.99168;3.38;0.43;6
01b5d157-4943-411e-bcbc-952be8aa234f;2.0;0.039;43.0;188.0;0.9911;3.3;0.41;6
41053f80-e3e8-4c37-afde-3248ffd8d0d9;8.9;0.05;24.0;90.0;0.99556;3.29;0.46;6
d86c217b-e647-4720-ad49-bcbda4b9b6c7;16.45;0.063;52.5;282.0;1.00098;3.1;0.51;5
621a8a0e-d924-4353-885f-9630905d0a5f;2.0;0.084;21.0;191.0;0.99516;3.49;0.63;4
673261c6-7b06-44aa-a499-be09c912db93;1.9;0.085;21.0;196.0;0.99516;3.49;0.64;4
5350b412-ea48-4efb-a32c-39203349e6ab;5.1;0.042;37.0;144.0;0.99518;3.5;0.59;6
9e8d08b2-2b7b-4a15-b619-0b39e46b8730;4.4;0.029;14.0;107.0;0.99347;3.24;0.46;8
ce4702aa-4f80-47ac-8cb1-4b95152b4c91;5.8;0.025;26.0;74.0;0.9929;3.28;0.53;6
a4df7498-3171-47c6-bc3f-f0daa878e479;4.4;0.029;14.0;107.0;0.99347;3.24;0.46;8
788811b4-3970-4d21-84bf-15aea5932c29;12.9;0.042;56.0;160.0;0.99841;3.05;0.41;5
825beecc-2ef8-4d57-a6c0-0ecfc2247c73;1.3;0.053;24.0;189.0;0.99362;3.29;0.54;4
8c0b6d96-3214-4f9b-b65c-b866586c8c71;1.3;0.053;24.0;186.0;0.99361;3.29;0.54;4
524ededc-ed87-4726-941d-92817d2e2589;1.2;0.041;7.0;106.0;0.9914;3.06;0.45;4
cd1ce37e-c25a-4e34-82e7-a9b5aed2f7b5;2.7;0.042;28.0;83.0;0.99114;3.38;0.51;8
0e808d35-4a69-4d7b-9296-43d2abb30453;1.7;0.042;34.0;130.0;0.9925;3.43;0.5;8
5cea54c5-98c4-4e13-95d5-644ea29830e3;8.2;0.043;32.0;156.0;0.99453;3.13;0.7;6
e480daee-deb2-4be3-be18-092ca00cac8b;1.5;0.091;42.0;135.0;0.9938;3.25;0.49;7
67d0e4dd-c896-4136-823f-bc37a1c7b660;1.5;0.093;43.0;136.0;0.9938;3.25;0.49;6
7d435e6b-1eea-4326-83b0-558fd01ef9b4;12.9;0.056;58.0;252.0;0.99806;3.29;0.49;5
0c0fc24e-7991-4dd5-b890-d5f5126df2d6;3.9;0.059;28.0;199.0;0.9961;3.54;0.59;5
a1decc05-b758-4006-930e-d4132e0dc1ad;17.75;0.047;25.0;218.0;1.00016;2.98;0.66;5
1a43bceb-ff9a-47b7-8261-6b145cf87227;4.9;0.037;13.0;101.0;0.9916;3.17;0.41;6
91915752-2380-4239-a83b-1e4d25648386;1.6;0.024;26.0;93.0;0.99116;3.15;0.49;6
323e1d7b-27c4-438d-9ee5-fb2ddacde09c;1.4;0.046;17.0;77.0;0.99319;3.66;0.57;6
9813db64-c747-4e32-bb12-a8fce5a15d97;2.0;0.047;16.0;104.0;0.99517;3.09;0.66;4
4e866768-6a3b-4822-a81d-27bb2226a695;2.0;0.044;18.0;107.0;0.99514;3.1;0.53;4
cb89698f-066d-4a90-a2f0-07e19fcbb619;8.2;0.038;72.0;202.0;0.99566;3.12;0.56;6
a6c89ddf-f375-4362-8d03-9d0cdd087d78;2.1;0.034;19.0;125.0;0.99166;2.96;0.98;6
100bf6f5-ff74-4d15-ab38-e6d0c22fb586;1.8;0.046;23.0;130.0;0.99587;3.04;0.67;5
47ed69b5-1fd4-420c-b873-8ae0660ec171;8.5;0.044;59.0;188.0;0.99558;3.16;0.49;5
2da2029b-9055-45e4-9879-a14076277dca;4.45;0.033;23.0;100.0;0.99117;3.17;0.52;6
026bdeba-e5f9-448c-a292-dd2e71035de6;5.8;0.036;23.0;109.0;0.99399;3.34;0.54;6
60fdb06a-3246-497a-8bf2-710c9a060870;13.0;0.044;44.0;214.0;0.99741;3.1;0.5;5
060b5260-0873-4ccf-8863-d34b89d52e09;2.7;0.034;23.0;111.0;0.99405;3.35;0.64;4
6258dbb6-8234-424e-ba69-35c52383041a;7.3;0.047;30.0;220.0;0.99622;3.38;0.58;6
73a501f7-e982-4213-81bc-8cb74ff4f09d;19.1;0.045;50.0;208.0;1.00051;3.05;0.5;6
fbc95e47-060f-4e01-95c6-139a674b0464;8.8;0.08;50.0;212.0;0.99803;3.47;0.66;4
fd2639bb-5275-46e6-a5b0-3398c44061ee;2.7;0.034;23.0;111.0;0.99405;3.35;0.64;4
9802883b-0f36-4d92-9de0-9c903891896d;7.4;0.095;28.0;195.0;0.99773;3.53;0.71;4
ad198151-dee1-4434-8f25-798882cfefa0;2.3;0.05;23.0;106.0;0.99397;2.98;0.5;5
530f8bec-b663-4562-b4ad-9432f73105d7;6.85;0.047;30.0;220.0;0.99622;3.38;0.58;6
