id;fixed acidity;volatile acidity;citric acid;alcohol
904111e3883f406d8c68be2e120fecd3;6.5;0.39;0.35;9.7
59286830376b499e9ba27f275a4ab69a;7.2;0.23;0.38;9.7
5bb3b40677b54831ae8f40570a818247;6.9;0.44;0.42;9.5
78318f3d95ae4853bcdf895001979fe4;7.1;0.28;0.19;9.4
6ce48e01ac3044c6b34b9db6dec7d6b3;6.4;0.34;0.2;9.0
2b4cebae10f142d0b52ec5c029cf496f;6.1;0.15;0.29;10.6
ab1d89a481224c0e99a8a9744a53437e;6.9;0.44;0.42;9.5
f7f19e060f314619941ba1ced396b281;7.2;0.29;0.18;9.1
74a501d3b3434a07a15bb752110891d5;7.1;0.28;0.19;9.4
71d90908bb3a49e0afdcf373d5312fcf;6.1;0.23;0.45;8.8
43a74fb1768044e69ac8f74f9e00eecf;6.7;0.23;0.42;10.4
08754e495aa54c73854b72edf1e70f51;7.0;0.36;0.14;8.9
18f189eb93b34794a31df609c20e67bb;7.5;0.31;0.24;10.6
30bb7a8af6714625966b84b02b24d2e5;6.4;0.34;0.2;9.0
a8c4070978ce40f5abd0e5c0412a420f;6.1;0.15;0.29;10.6
ee44ac1090fd4d74b87ad8ab1d506c40;7.4;0.2;0.29;10.6
b0fe47743d084e27b1b509fabc69186e;6.3;0.27;0.18;9.0
263d493d62b345268b4590134acf0590;9.2;0.34;0.54;8.8
f7f8d29ab6424b91b523e6122881ed2a;7.4;0.18;0.29;10.5
e69af0afd6114fbb908016ed6dc63d45;7.2;0.29;0.2;9.5
5f3c697a9fa946d89226e156becb7d74;6.3;0.27;0.18;9.0
7b37419c5cb34a19846450da5ed44559;6.2;0.26;0.19;10.4
ec5f38aed81542329126e60ff8c1ce40;7.3;0.21;0.21;10.0
1b4330446d6045228b4407e937c4735a;7.1;0.14;0.35;10.4
38d6e966fe4840f9b7c6e929158c558b;7.2;0.39;0.54;9.0
374634f866d5441f9821c0d4bc3e8414;7.6;0.48;0.28;9.3
61e756a79c964576b4de0d4e473a5ad1;7.2;0.39;0.54;9.0
21ce2f0f96de4ecc9940d879582c1087;7.6;0.48;0.28;9.3
fdf44a1eaaa74f968e5500c8e9473500;6.5;0.36;0.31;9.0
e8a78ffc87a8443fbb9a2a013c76f6a9;8.5;0.25;0.31;11.5
528fcfd381114e9f88321d2f996fe5c8;6.9;0.3;0.21;9.0
a3cded15c70647fb971b720c2c914ad2;6.6;0.19;0.43;10.4
364b02970e6740b390790f09bf5f3c4b;6.9;0.3;0.21;9.0
1971ef0cdd8c445e927ad2aa21f306ab;9.4;0.42;0.32;10.6
a24d7a2f7d0d475a8932a2c1986fb230;6.6;0.19;0.43;10.4
57f6db72ef644c2897540d17ec014fb6;6.3;0.2;0.3;8.5
5b7b4cb89962486b9e4817422ed9d578;8.5;0.19;0.56;9.3
9bc2ac5bf054411ca563bb8a879a2e10;7.3;0.19;0.25;10.5
036a2ac2410848b5b3a7d82904bdaa48;6.7;0.25;0.26;9.9
ad41f9f0747a437f9b053fa01d873d0f;6.2;0.25;0.28;10.4
989e0e653d1846098b7c8e1117b194e3;6.1;0.46;0.32;10.1
a36187a4907a42d4b382c0b53eed4b3b;7.3;0.19;0.25;10.5
a097070233a24280b4d3dd1056a89ab4;7.5;0.29;0.26;9.2
198147f379b745f2aa0d9947efbd8f5e;6.7;0.31;0.18;9.4
d55cd8fa704c487d878a54d28b4b8d03;7.4;0.14;0.3;10.6
a168d22e9cb949ac8ccb95958ac6afe3;6.7;0.31;0.18;9.4
86caa7c9a15c4a9c947df484d436ca7b;7.1;0.4;0.52;8.7
6cd88c19f0bd413e9068d5aaf1736f3b;6.4;0.16;0.25;10.2
31bfb1b8af78431eb0f2a559d68fb605;6.3;0.16;0.22;10.3
9c5e72cc22964733aaf5227233186013;7.4;0.33;0.26;9.5
c77d6bb4d2f24911a595b301c5074f10;7.4;0.33;0.26;9.5
fc72ffa191864425a09d42cd8e24e783;7.4;0.33;0.26;9.5
68806f3f7d3044778ec7b2bb58eb5af0;7.4;0.33;0.26;9.5
c41b6e11009e40d88dfde80710519b86;6.6;0.41;0.24;9.4
890e986d90ed43359644ecf4551e523a;6.7;0.43;0.23;9.4
266471d5319343359e4b2002b2f00a82;7.4;0.33;0.26;9.5
32e81bd21a224d65942b5a8c3726bd93;7.3;0.4;0.28;12.6
2bb517fca9fd45cab8d842b7bcd207c0;7.4;0.18;0.24;10.5
7c912df9b2ee465a9da0e6dcbb6536d0;8.6;0.17;0.28;10.8
218a133f98724476907be9bd0b53217c;6.5;0.32;0.23;9.9
6590f98769cf4e1589d50ae9818bd471;7.3;0.4;0.28;12.6
a2fd9bad13ca436fbf28bfe0c38205c6;7.0;0.32;0.31;12.2
c914e84d1cbc48248eed6a4f54b8904f;7.5;0.42;0.19;10.0
215fbd1c55e94d878b60862dbcfd7578;6.9;0.28;0.31;10.6
f5fe3939956f47b0aaad4908e1a76074;6.5;0.29;0.42;9.5
c1e806097ad44ba3b549d43aea6c7596;6.3;0.41;0.18;12.8
18a0ccd543d14f6681638d21489db119;7.0;0.32;0.31;12.2
ab48e61d3cb0499da8fe43b036c9a178;7.3;0.3;0.33;12.6
ba25e6d41fa64612bb94d7b69eaed709;6.6;0.22;0.28;9.4
cf4745ac95da4f58aba46003653cafb2;6.0;0.26;0.18;9.0
0ab301e63f954846932ab85bdbd38035;6.9;0.44;0.18;9.1
0eca7c0daf914de9acd5f9916d49e463;7.5;0.42;0.2;9.4
5525131645184585b80b9c3c70c82c7a;7.0;0.36;0.3;12.2
e87fec32c56744c68a857148143e16bf;5.6;0.295;0.2;10.0
2a5a0b26f2a7404d88c982e55baad692;6.8;0.21;0.55;9.2
ebe09e9bcbaf41a8a3677e49b40cc1d8;9.4;0.28;0.3;9.3
090c3d5bdc4b4d35ae883fcacacac82f;8.1;0.28;0.34;9.8
30528a0de4b74cccb3c58cb15e18e710;6.8;0.21;0.55;9.2
e06b7e4af5614952baafecd8954fc368;7.0;0.22;0.26;12.0
7ef84d0e7ca34a4a861c791c3e52065c;9.4;0.28;0.3;9.3
0f7677efb6eb4705975b3ceedee6ae2c;6.8;0.32;0.3;12.6
79e7cb2b06b14cf7aef37978493e31d1;7.0;0.19;0.33;12.2
d2b57c98d0064bc6a195b5b78f4923cb;7.7;0.42;0.38;11.0
91ef770642b74aff81ef288b4a1fc2f8;7.4;0.2;0.31;12.0
5cfc1678126f492b8f74b409f73eff32;7.5;0.24;0.62;8.8
9b96401174da42ea867d9148f4d06bf0;7.5;0.26;0.59;8.9
7d45c0fb441646a39a1153a866765699;6.6;0.4;0.32;12.7
3b2c8a62d10e4c4286428387562f8990;8.0;0.2;0.3;11.8
5ada133a7ab6477998cff4ddb2f0b1c4;4.6;0.445;0.0;10.2
082aa8be60374d3a9eb7be4663d6233a;6.1;0.41;0.04;9.9
9857b258c85848e399205f0eb51ddf2a;7.6;0.2;0.34;11.1
8fb8471ec47a4967ab55ada96d690a8a;6.9;0.3;0.21;9.4
8e21b36b79af4bb5b50c79f9dd6d6f36;7.0;0.35;0.17;9.7
6315d5fdfa63418fae9e5336df193e7c;6.9;0.35;0.55;9.7
b9eb5a03a51b45c4a46286852ffe7043;7.0;0.35;0.17;9.7
38e5f766f1804fbf865d8c7408deed86;6.9;0.35;0.55;9.7
572f3fb9db7a4e028944e21f674f50cb;7.6;0.3;0.4;9.8
84ac2f109b1c455ca1229d1b6f11505d;7.5;0.38;0.29;9.3
6d9632bdecf3405ea8a5218ee4388a69;7.5;0.3;0.32;10.5
7e528105705f4662971ee1ea1af6bc98;6.3;0.4;0.32;9.3
9636595b227c4798b34d3485e09b9bf7;6.8;0.37;0.28;12.6
f91f46883893435ebe4207be9ef90f91;7.5;0.23;0.35;8.9
bd69290820034e6ab12ca798bb9ba4a0;8.3;0.27;0.34;10.3
b4d8a20975814043a13a775bafeb06a8;6.8;0.26;0.22;10.6
f7d2937afc4140719bda745f50643ed1;6.5;0.28;0.35;9.0
952fd8d61f54422e94c4c24cc9c9002d;7.2;0.34;0.3;9.7
1ebac4b1cf914845a3ee7acf88a5a83d;7.0;0.23;0.26;9.5
2c4d9a8f73e945f592268c815d10c871;7.7;0.29;0.29;10.3
b567bce0243f47dfb5a86625402ab2fc;7.2;0.34;0.3;9.7
f0565aad105e457eb172069250224c8b;7.7;0.4;0.27;12.3
c64b15ed269949199ede578a6c85c1de;6.7;0.17;0.27;10.5
6a7083cfe971452cbedcb5f84b5a853f;7.0;0.23;0.26;9.5
ddce9458a1cb4bf1ae8006c0c991630c;8.1;0.24;0.26;10.0
e5347b836f5f43c19a256113ea68ab3b;7.7;0.28;0.63;8.8
a1840352967c49f18ffdfc7302a57293;7.5;0.23;0.29;10.9
84218843025c4eac8f7aa1f979cd9a7b;8.3;0.26;0.31;12.2
2124c1b06b2844d0b670f039a895d65f;7.9;0.46;0.4;9.5
fd431784306049659e8dfb16a16c83db;7.9;0.31;0.22;10.0
aedc2b4e573241c582109ba7e5d81721;7.9;0.25;0.34;9.6
cb95101ba8c34ab7a94061cc10cc4c46;6.1;0.28;0.16;8.7
fa65c0bd0c9249688fcdfcbad6822d5d;7.0;0.18;0.26;10.7
e412ac0190ad4aa1a96b5481b7efdf08;6.5;0.21;0.28;11.1
ae7e56a0490940eeb8f3e23f736f0e06;7.6;0.48;0.33;12.5
bfa769efd0e2444b80bf5f053c4280b1;7.1;0.34;0.32;10.4
4fba74aa983b41be8582938b08a34255;8.9;0.21;0.37;11.5
77c13b57e1dc4ca5b7c072ea5a7b72c0;7.4;0.32;0.27;9.4
19af3f7c692c40eab461f4fca327ab0c;6.0;0.495;0.27;9.3
c346b8a0b32243d89e996a9f2d430eab;8.1;0.25;0.34;10.1
167042d4d67f4955905ebce6a8601c9e;8.2;0.25;0.46;9.7
e3705cb1f54747b2883cc27812f5ff0b;6.5;0.18;0.29;10.5
ca145eebdab043369a2a807b39c09b7b;6.7;0.24;0.26;9.7
1d69ecfdbc874bbfbaf7df26c28fcca6;6.6;0.32;0.24;9.2
40e1bca38fd240b6b17b288b6c387005;7.6;0.32;0.35;9.8
1d6f1745862b450691caa433b0915fdd;7.4;0.33;0.44;9.0
660e4ad0f415425fb351436ed1da71f3;7.2;0.3;0.3;9.1
965de4f930e641da97fb34cff5ba6def;7.4;0.34;0.3;10.4
11f30a1eb64a4de4acebded21da87f5a;6.1;0.16;0.29;10.7
01d5c8b5211a42bfbd65df1860fce0ec;6.3;0.1;0.24;10.5
9f92f5631c4e42f8abd1f8bf3e553bb5;6.2;0.45;0.73;9.2
ebb0741c919b4748b5fce64c910c31ab;6.0;0.33;0.18;11.5
fc567018f0354eaf8d19b3ec514b46fc;7.6;0.48;0.37;10.4
33213f02f44246df94748b2917899e7a;7.2;0.2;0.3;12.0
aacd35d0e16b4d04aa780c912371baf5;7.0;0.32;0.29;12.2
01b5d1574943411ebcbc952be8aa234f;7.2;0.2;0.3;12.0
41053f80e3e84c37afde3248ffd8d0d9;7.0;0.22;0.29;9.8
d86c217be6474720ad49bcbda4b9b6c7;9.4;0.23;0.56;9.3
621a8a0ed9244353885f9630905d0a5f;6.4;0.27;0.19;9.6
673261c67b0644aaa499be09c912db93;6.4;0.27;0.19;9.5
5350b412ea484efba32c39203349e6ab;7.0;0.23;0.42;10.2
9e8d08b22b7b4a15b6190b39e46b8730;6.9;0.15;0.28;10.4
ce4702aa4f8047ac8cb14b95152b4c91;6.7;0.26;0.29;11.0
a4df7498317147c6bc3ff0daa878e479;6.9;0.15;0.28;10.4
788811b439704d2184bf15aea5932c29;7.6;0.2;0.68;8.7
825beecc2ef84d57a6c00ecfc2247c73;6.9;0.3;0.29;9.9
8c0b6d9632144f9bb65cb866586c8c71;6.9;0.3;0.3;9.9
524ededced874726941d92817d2e2589;7.6;0.21;0.35;11.3
cd1ce37ec25a4e3482e7a9b5aed2f7b5;6.8;0.46;0.26;12.0
0e808d354a694d7b929643d2abb30453;7.0;0.28;0.26;10.7
5cea54c598c44e1395d5644ea29830e3;6.5;0.24;0.29;10.1
e480daeedeb24be3be18092ca00cac8b;6.4;0.17;0.34;9.6
67d0e4ddc8964136823fbc37a1c7b660;6.4;0.17;0.34;9.6
7d435e6b1eea432683b0558fd01ef9b4;6.3;0.695;0.55;8.7
0c0fc24e79914dd5b890d5f5126df2d6;7.0;0.27;0.29;10.3
a1decc05b7584006930ed4132e0dc1ad;8.4;0.3;0.25;9.1
1a43bcebff9a47b782616b145cf87227;6.5;0.19;0.27;11.8
9191575223804239a83b1e4d25648386;8.0;0.36;0.39;11.9
323e1d7b27c4438d9ee5fb2ddacde09c;6.1;0.16;0.24;10.3
9813db64c7474e32bb12a8fce5a15d97;9.2;0.19;0.42;10.0
4e8667686a3b4822a81d27bb2226a695;9.2;0.16;0.49;10.2
cb89698f066d4a90a2f007e19fcbb619;8.0;0.26;0.28;10.0
a6c89ddff37543628d039d0cdd087d78;8.8;0.33;0.36;12.7
100bf6f5ff744d15ab38e6d0c22fb586;9.8;0.16;0.46;9.6
47ed69b51fd4420cb8738ae0660ec171;6.6;0.23;0.18;9.5
2da2029b905545e49879a14076277dca;7.9;0.44;0.26;12.7
026bdebae5f9448ca292dd2e71035de6;7.6;0.31;0.27;11.0
60fdb06a3246497a8bf2710c9a060870;7.5;0.705;0.1;9.1
060b526008734ccf8863d34b89d52e09;7.1;0.21;0.28;10.2
6258dbb68234424eba6935c52383041a;7.0;0.16;0.26;10.1
73a501f7e982421381bc8cb74ff4f09d;8.0;0.27;0.25;9.2
fbc95e47060f4e0195c6139a674b0464;6.3;0.38;0.17;9.4
fd2639bb527546e6a5b03398c44061ee;7.1;0.21;0.28;10.2
9802883b0f364d929de09c903891896d;6.2;0.38;0.18;9.2
ad198151dee144348f25798882cfefa0;8.2;0.24;0.3;10.0
530f8becb6634562b4ad9432f73105d7;7.0;0.16;0.26;10.1
8c1873c100ca4a54bcd92ba9d8a2fd6e;7.3;0.815;0.09;9.0
f85822aa64fc4479ad895bd1f01429fd;6.3;0.41;0.16;9.5
775e7c279e924973862df730281289d8;6.1;0.36;0.41;9.1
57fe11ee2caf4c11ad2939b85ad01e33;8.1;0.4;0.32;13.3
fcd68d95a33445d69c08fa4418e19b4a;6.8;0.26;0.43;9.5
ba2778ff1c2d4aa4946dd1d7db52d5f7;6.2;0.44;0.18;9.2
abf1d1846f64494085be390063cca83f;7.2;0.24;0.29;10.1
a2dee5d3360a4bf693d60c3117f6c0f4;6.2;0.44;0.18;9.2
3e64a9d3268f48229155939fd8a90211;7.2;0.24;0.29;10.1
ac3c708ca0e944e483d49323aa97e77a;7.3;0.22;0.26;11.2
b9be983487d54a4bbb88e29a4d3a8130;8.1;0.34;0.28;9.8
afbc934642fd4b75bac36461ef3c8f81;7.3;0.22;0.26;11.2
c8865add72f940bcbc8048af5faa4c6d;8.1;0.34;0.28;9.8
2f5bdac88ab04f18bba321c5d1df97b8;6.4;0.28;0.17;9.4
dbd3ec7a55a8476fb2e1f08e2597837c;6.3;0.29;0.14;9.0
a20ee12d171e468cab9c03841f032e9e;6.4;0.27;0.17;9.4
f712c486b8754a908281203449640665;7.4;0.35;0.2;8.9
1f1064e62e534e6d894a700ee37dddcb;8.3;0.28;0.27;9.1
d9bc864c7efc45f883c91f084dbbc138;6.4;0.35;0.35;9.8
8859ed11804146c2a2a1238f8678c0cc;6.9;0.43;0.28;9.4
53fa893e5d79497390134fb03455d31f;8.0;0.26;0.28;10.0
b5752561e6ad4f90b2f26963b60a4fdf;6.9;0.43;0.28;9.4
1c5b685c97454688b26839720d14f1d0;7.3;0.27;0.37;9.9
194b2105d377467588176d76aeec65b1;6.8;0.46;0.26;10.0
d4b69c6705b24bcb8c11a6b18fbac7f6;7.2;0.2;0.28;11.5
fbc4cf86fced4069b0f588f601418517;7.6;0.285;0.32;9.2
4da335ec2a0e465a9338a2a2bb6caa34;6.6;0.32;0.33;10.0
0f011fba90194d9893266ce82511bf01;7.6;0.285;0.32;9.2
6a74982affac4e2ea09862d0ccd4122b;6.6;0.34;0.34;10.0
c66caa0331364edfb1dd2ae285868f58;6.6;0.32;0.33;10.0
9ef2b10e389d42de8420676018d48e16;6.5;0.27;0.26;9.8
251c1959520043128ee31f702b1100ed;6.6;0.26;0.27;10.5
f8195032ecb245b39a95d777d9fdb18a;6.7;0.27;0.26;10.6
918c31a52e9b4b65a9b849ccbfb3b018;6.6;0.56;0.15;9.4
53819c168dc34e139579b3fd2ac80466;6.6;0.56;0.15;9.4
e9c1a411ec2c4d0ca301cde12d4e4c06;7.3;0.19;0.27;11.0
00a274ac45d545928eb1d4350be725df;6.3;0.2;0.26;10.8
f5aaa4846ae141419c5a50516c1cf407;7.1;0.29;0.3;9.0
2c95e051a109431a8d3e32e38fb1dc84;7.8;0.32;0.33;9.6
fa69ea72ed4c418abd228abe186f5b99;8.1;0.33;0.36;10.6
696626570ddb42858f415734256f05e0;8.1;0.33;0.36;10.6
358fb84cb33e459a97f1e7a8a7970dd5;7.8;0.32;0.33;9.6
27e244d7379243c988d06025adef9c4c;6.6;0.33;0.24;9.2
38644de7205247c7b2b3572d45c94313;6.6;0.33;0.24;9.2
a8fa2f3ff3bf47109c103b64f0fb5ed6;8.2;0.26;0.33;9.5
7128c1e840344c1bad5193013790d84d;8.3;0.25;0.33;9.5
aa49e7a60a244b03942d3a64113a9fbd;7.0;0.26;0.26;10.3
c4366ce35c284a33938239221846f31a;6.0;0.26;0.15;8.8
b0e66a9ab3674008be045a843e424301;7.5;0.28;0.78;8.7
a87885c3775743f9b35244edfbe7d640;7.5;0.27;0.79;8.7
4a15f062545449d4a1667614da08ead2;7.0;0.28;0.32;10.2
69c7d3f441904688a63fd82f084955ed;5.2;0.16;0.34;10.1
068263cac78f439986f47e9304a51f11;6.8;0.34;0.1;9.5
30128c9938574eb6957db5de712547c2;7.6;0.25;0.34;9.5
590d58ce77804a77a9e2ba3430fa4748;5.6;0.35;0.4;11.6
cff4a70720cb4db8a66d3259c3719f02;8.8;0.24;0.23;10.7
24d9379521594a9ea978da6c1b7df936;6.0;0.29;0.21;10.1
09247e4661bd43d2b3260cbb79e35fe8;6.1;0.27;0.31;11.1
a23240f6a8b34d0f81464d1f1f744793;7.4;0.56;0.09;9.8
de15f1ece8164a9387a2f1e9c410390e;6.8;0.29;0.49;9.0
92af8464aaa54e5f8c7f6c72a7ac39bb;6.1;0.27;0.31;11.1
be9a2566b09945a2bd48b473bdb8ceb4;6.3;0.27;0.37;9.5
6052a23c7c514eada43a622d6310eec5;6.6;0.24;0.3;9.4
4317d57fecb34cc1b5b1b388dd37d243;6.8;0.32;0.3;10.2
f9adff5b298141cc9f8a2cf9278007da;6.4;0.37;0.37;9.8
8996745b352e4d0cb64a3d45013bfdd8;6.2;0.26;0.37;9.5
6a9de31622174e6cbe8b200166afa1d4;6.3;0.27;0.37;9.5
37eadfa68a6b4d36aff45f5e2f7fbdb9;6.4;0.3;0.16;9.0
963e9c7c0f194e12ac5fac4ea5da5fea;8.0;0.28;0.32;10.1
0f620f0929f64395a24fc97c060c5967;6.7;0.24;0.32;8.8
132ccd301ad34a189bb9735f5a6cd65f;7.9;0.27;0.27;11.9
226e2481439d4fd89ca5b5b7a787fcf8;7.9;0.27;0.27;11.9
ab2a3101214c44b5a5885244f2ab8767;6.1;0.28;0.24;9.3
1451d6eb745348e892dcf311793e4b6c;7.7;0.39;0.49;10.0
665f13e5a33b4c0da643d60d2ed2bc41;6.0;0.2;0.24;9.5
c37214efbcec4aff87158306b3666f1e;6.1;0.28;0.24;9.3
51b044c5873241f0aee988e630a143f6;7.6;0.31;0.23;9.7
ca8c5cdff9264081a257bb97227fccb3;7.6;0.31;0.23;9.7
589c77ac107c437fa6f46865e32727d4;6.3;0.18;0.22;10.2
293f851fec01422781e415c0bfcfca1b;8.6;0.23;0.25;10.8
9e4e025f01d341ccb23cd93ce85aeaed;6.8;0.21;0.36;8.8
aaa9bdd728154c8d9ddd0bc071ffd283;6.8;0.21;0.36;8.8
e8e51bbb711b4fcaba8a79bce25fffd0;6.9;0.26;0.31;11.4
9c8cf2ef435346c589fffcaf96257c86;6.8;0.21;0.36;8.8
8706431b0541450391f6714b59460e4b;6.4;0.31;0.4;9.8
69693161bce342d29419581a02b49701;8.6;0.34;0.36;9.4
7242b65750eb4fd3b6351bb320b702a0;8.6;0.34;0.36;9.4
358fe796a0cf4370b3b48513298c4094;8.5;0.3;0.28;9.4
e4441de64c3749cea4d7ee5431f51360;7.4;0.4;0.41;9.4
9b903d16552940188fc0226f73b59a73;6.6;0.32;0.34;9.7
d00b65ea3e4941feac2cd647ba79eadf;7.1;0.34;0.31;12.3
806af41955b64cf3a0d59d40d6df95e1;6.6;0.26;0.25;9.8
781460f5b25346ddaeca5661d1606f94;8.0;0.27;0.57;9.0
df67521253e54c1c84dcdec2b800b95b;6.2;0.28;0.45;9.2
29155625dd2a4a4dbd6872e7aa4f9b97;6.2;0.3;0.49;9.4
1871e3458d294311b173a0bd83ed049b;5.6;0.175;0.29;9.9
574c73b394e94fc1859f2b5c4c62a4c2;6.9;0.34;0.36;9.8
cb76988f282946408f1a421de27ae2ab;6.9;0.34;0.3;12.3
d5d947744b9e4dda9bb9dfc8b8dc009f;7.1;0.12;0.3;11.9
127ccc07ea474f3bb8afd4854a77a86e;7.1;0.32;0.29;10.2
735c7a422e0241aa9368c482db50a3b1;7.3;0.51;0.29;9.5
f77ff03646944d89aa82fc5bcb8aeced;7.1;0.12;0.3;11.9
81b48f38c1f349749fdeecea66c89679;6.3;0.24;0.55;9.2
d39f7b2b45254593baf234717133b9b7;7.5;0.41;0.23;9.7
5cb8525b97f346ad8dd88cee4d99d9b5;6.5;0.18;0.33;11.5
74d416e4e6a746f1b692700f168588e1;7.3;0.17;0.24;10.4
862b86c2920e4f5d9ddc044c09becd50;8.2;0.2;0.38;11.6
e437c05434134ba8a364953e56c843a0;7.5;0.41;0.23;9.7
ab43ac1c85b34cd08882abcf20e8c9b3;7.3;0.17;0.24;10.4
704ad4329a3342df9a0f8e8e9de28b4f;6.5;0.18;0.33;11.5
9108965219934bee8e77a168c03aee80;7.3;0.16;0.35;10.2
4782b7c72a6d41a5b43829af8af66f42;6.4;0.16;0.37;9.8
c738ca15b84046a5addb9bddafb9ed2a;6.6;0.42;0.13;9.0
06a2851898814246b4adc69e4f813456;5.8;0.3;0.12;10.5
1e7b79f8216049bdb3b8f34e86c00fcb;6.7;0.54;0.27;9.4
1d18b79a82ad49369368220e629b7c25;6.7;0.54;0.27;9.4
b4adabe8cab44c51839ecccd54160d3d;6.4;0.22;0.3;10.8
ab2ae2255cbd4afb8d860b9b86d98b24;6.8;0.23;0.3;10.7
24fe0b9c40794bfc8a36022316a490c6;9.0;0.26;0.34;10.6
3bcdcbaec54747fb9ebb74f6ff084623;6.5;0.23;0.25;9.2
f8d2883facea42aab5e79b0e37df6239;5.9;0.28;0.14;9.5
b3f5e1c7861140808d9709978cd57f99;5.9;0.28;0.14;9.5
87c119c294a744559b1c1846f1352e69;6.2;0.27;0.18;10.0
21ecf3523e6e45899f2bccadc8342aa4;9.0;0.29;0.34;10.6
5fbc501ad0254bf48a8363b58bd0a2c8;9.0;0.26;0.34;10.6
0576ef405ff54f8ab3cbff5db2dea51c;8.9;0.27;0.34;10.6
97f795587ad24a0f893132c9166b9ba7;6.5;0.23;0.25;9.2
c962fd84bdd244e4af6bb0e08d7d57d4;6.9;0.32;0.3;11.0
8d5f2aa9b9424fcdba4cd3b35068b480;7.2;0.22;0.24;11.2
85a661e9a98a4cd1aa90e9b36412b6e7;6.7;0.5;0.38;9.6
d9b9695a6f9c4408b4849a967b821e37;6.2;0.33;0.14;9.4
0ce28e13086e4546a62d8318da34d7d3;6.3;0.26;0.42;9.5
98678f64dfc0432a9ae59da5b06587c4;7.5;0.2;0.47;9.3
cbadabf6eb9d477590d1bc8c0ca95576;6.2;0.33;0.14;9.4
e6618d946cd24548a693f2cc6fddf8ec;6.3;0.26;0.42;9.5
f9a0735db273401bba37d93441e1b122;6.6;0.36;0.52;9.4
cb1d41c214394cedb8cb132ba412f47d;6.3;0.13;0.42;11.2
b7a5cd7f379f47fb94bae0af758850ba;6.4;0.15;0.44;11.2
2b977da177084cef8cd8d8ff4799f94a;6.3;0.13;0.42;11.2
f96ae2437f29484a9d756c47e1a2bbab;7.6;0.23;0.64;8.8
3f1c3df5d79d43b58bc3adee674a6db8;6.4;0.15;0.44;11.2
f6d9a1f094354683b15548bd7de9172a;6.3;0.13;0.42;11.2
e08e5fe673e64d608b09c83b8111da83;5.7;0.255;0.65;9.4
cc28be9031d64a3fb53db009e373a7cd;6.9;0.32;0.26;11.1
617ea1e68cd84a95b91a2b06bdf8d85a;6.9;0.28;0.22;9.6
4e97e22e149c4c378215260414f18298;6.9;0.32;0.26;11.1
f325b7503ce44083a082cf037fb99fd4;5.7;0.255;0.65;9.4
8b541f284ecb4381afa1320a66253dfc;6.6;0.41;0.16;10.6
5ff9f3992de04cce83d68972be3f11fa;7.3;0.37;0.16;8.9
eb332dbd022a426ea59f285b842c2a1d;6.9;0.21;0.24;12.3
de6ca057466244f68a6a405f6dc828b4;6.6;0.24;0.28;11.4
e1cf2dfeb28d498aabf303f8d97ee2b1;6.8;0.28;0.36;9.6
fe8416a1f5e34d0e94c8017b19df183b;6.6;0.24;0.24;10.3
a0fdff76e0944711883f7f7e5da04ec4;6.6;0.24;0.28;11.4
fcf0b6e8d11c4a33a9e044fb6c97b215;7.0;0.16;0.32;12.1
a468c3ea4ceb41bdab452ca40de31e81;7.0;0.14;0.28;9.9
f12e28a6afe7408dab5f2a6a0a785b51;6.3;0.34;0.36;9.7
e27088fc003f4cdda68f6b9a67574b35;6.8;0.26;0.24;10.5
9e37e5c3aaf2473ebd31e4f2098c1455;6.7;0.17;0.42;8.9
d13920e9463f43b8a830a784df465198;6.5;0.27;0.4;9.4
e86d43772e43449f9a36db144cbc5c57;6.7;0.25;0.36;9.6
1f60c62d538745ad9311b665f5ac9465;5.8;0.3;0.27;12.6
de7d9d70da58463f90343c419245dd59;6.4;0.28;0.56;9.2
395f585f5a3f4193953936c9c9d8e8bf;7.7;0.3;0.26;10.4
da3d489b10bb4402a5daee0d0bbf6556;6.8;0.18;0.3;9.0
24e3b8b77a344f9796c3f555c1fe75d4;6.8;0.18;0.3;9.0
1f7652c93d58482d959cda3982d33b50;6.8;0.18;0.3;9.0
a4832347efc441a59646303e4e599f9a;6.8;0.18;0.3;9.0
42ef61b2941b4040950d68781a68380c;6.8;0.18;0.3;9.0
4bd3ea573cd34413b2a35f43a2dfaa71;6.8;0.18;0.3;9.0
3ff8099180f24ed9b88d72144b6f1268;5.1;0.14;0.25;9.2
12fdc4351624470287df1b5dbc0ebefb;6.8;0.18;0.3;9.0
2712caa28e134700977ca96652660e96;7.2;0.615;0.1;9.7
3661e2e7a6d6452587116514c741e993;6.9;0.13;0.28;10.1
c5a3033bcdd34a17a8a2572436f92b1f;6.7;0.34;0.3;11.0
fccdb2afd9dd493a8ee14eccec8280ee;7.3;0.32;0.29;10.8
2094dc67b0e84113bee345584a97a654;6.3;0.21;0.29;10.8
d795c7b877db4e9fb9166d098cb96acc;5.4;0.5;0.13;13.5
d2c21c25354647c18a1689ddd1fd4d66;8.2;0.52;0.34;10.6
2375e2eef7e14614bd62490aa5a9b293;7.8;0.28;0.31;9.8
6ab11b9359ae4b6292008d1e979e4eb0;6.4;0.22;0.34;11.7
df5bda48122044cfb972e3e81d8577d8;7.8;0.28;0.31;9.8
012dbeab073c447282a6c6cfd3386e4a;6.9;0.32;0.27;9.0
80214bba4c6a4c6dbc6da6afc1b3d52a;6.8;0.11;0.42;11.3
52c4066c575847c8ba200add39ea8d56;6.2;0.26;0.32;9.4
